cu_id;kategorie;curve_skewness;area_total;slope_rising;slope_falling;global_max_x;global_min_x;Top1_Minima_Druck;Peak_to_Minima_Diff;cluster;PCA1;PCA2
98;5;1.3420338608251565;754.3748749276081;246.95467980879155;-101.81179683655925;0.5433125495910645;0.432625025510788;-2.031687498092651;531.2575786113739;0;-1.2605574243982227;-0.578414594526631
99;5;1.3501147804055622;790.2909638014053;124.70342411075453;-94.54472649944763;0.5332500338554382;0.4024375081062317;-1.959081292152405;551.6014763116837;0;-2.097486715946679;0.37433452531024536
100;5;1.2912989112472724;690.9424410566924;627.2766481504593;-323.64334639665816;0.5916875004768372;0.5030625462532043;-3.904495716094971;490.22660875320435;0;0.55810848445468;-4.798411059842563
101;5;1.3529938754851643;753.8875741591463;23.20378223728263;-149.9688308918914;0.5533750057220459;0.4225625097751617;-2.132766485214233;536.6417996883392;0;-1.0338286524024973;0.2107324649378323
102;5;1.085057092487069;1007.7138732558853;400.71697059175614;-409.1256689797744;0.5030625462532043;0.3923750221729279;-1.880780696868896;540.9846014976501;0;-4.398529431685257;0.1144835029011055
103;5;1.0313118386418667;909.1136735976047;29.630164861148327;-39.92244809182017;0.6865000128746033;0.5030625462532043;-3.997032880783081;495.33037638664246;1;4.8798164045612245;0.5395094047477317
104;5;1.0894882139712956;959.5625363896363;136.10328129581418;-136.0695174178568;0.5533750057220459;0.432625025510788;-2.016739130020142;532.1864778995514;0;-0.9495996393661644;1.4526926233747808
105;5;1.1007737418621013;1012.8807262810994;187.88790494073604;-142.7021341864236;0.5332500338554382;0.4024375081062317;-1.922778367996216;553.5255615711212;0;-2.408886941531682;1.6980986949888446
106;5;1.090975254915473;957.1472053119105;69.36009145781627;-29.888313326876773;0.6540000438690186;0.4829375147819519;-2.077955961227417;541.3853900432587;1;3.0034141211348446;1.9417862521377884
107;5;1.0821154182304198;955.260747555729;26.77665330928412;-29.961011959412634;0.6338750123977661;0.4628125131130219;-2.104293584823608;531.5515592098236;1;2.293813700539902;2.2394857535590385
108;5;1.190936551238774;903.7747123072154;61.59499540662321;-176.03625152158654;0.5735000371932983;0.432625025510788;-2.264453887939453;569.2689094543457;0;-0.8065608041062029;0.9694364013918476
109;5;1.088765615779592;967.5641387588078;77.2903242069177;-32.01076148552671;0.6622500419616699;0.4728750288486481;-2.132054567337036;540.8479359149933;1;3.0449894459676194;2.078729037081298
110;5;1.0873690117264374;975.3442719263046;45.22142482198741;-203.66148761113843;0.5533750057220459;0.4225625097751617;-1.917795538902283;537.2083839178085;0;-1.2644170456104558;1.8736713469978492
